07/18/2011 10:00:30 AM 8 mph N,-76.298327,37.004953,8.5
07/18/2011 10:00:40 AM 9 mph NE,-76.298243,37.0052,8.9
07/18/2011 10:00:50 AM 9 mph NE,-76.298005,37.005397,8.8
07/18/2011 10:01:00 AM 5 mph NE,-76.297855,37.005512,8.3
07/18/2011 10:01:20 AM 1 mph N,-76.297827,37.005638,8
07/18/2011 10:01:40 AM 1 mph SW,-76.297962,37.005585,7.1
07/18/2011 10:02:00 AM 2 mph SW,-76.298,37.00553,9.1
07/18/2011 10:02:15 AM 1 mph S,-76.298053,37.005402,7.3
07/18/2011 10:02:30 AM 1 mph S,-76.298068,37.005367,7.2
07/18/2011 10:02:45 AM 1 mph S,-76.298097,37.005307,7.5
07/18/2011 10:03:00 AM 1 mph S,-76.298127,37.005183,7.1
07/18/2011 10:03:30 AM 1 mph S,-76.298137,37.005082,6.9
07/18/2011 10:04:00 AM 1 mph S,-76.298153,37.004972,6.6
07/18/2011 10:04:15 AM 1 mph S,-76.298163,37.00486,7.8
07/18/2011 10:04:30 AM 1 mph S,-76.29816,37.00476,9.4
07/18/2011 10:04:45 AM 7 mph NW,-76.29828,37.004822,9.5
07/18/2011 10:05:00 AM 8 mph N,-76.298383,37.005017,9.6
07/18/2011 10:05:10 AM 10 mph NE,-76.298287,37.005267,9.8
07/18/2011 10:05:20 AM 9 mph NE,-76.29799,37.005467,9.6
07/18/2011 10:05:30 AM 6 mph NE,-76.297767,37.005568,9.6
07/18/2011 10:05:40 AM 3 mph NE,-76.29766,37.005635,8.8
07/18/2011 10:05:50 AM 1 mph NE,-76.29763,37.005673,8.3
07/18/2011 10:06:00 AM 1 mph SW,-76.297773,37.005608,7.5
07/18/2011 10:06:20 AM 2 mph SW,-76.297785,37.005573,8.2
07/18/2011 10:06:40 AM 1 mph S,-76.297815,37.005468,9.6
07/18/2011 10:07:00 AM 1 mph S,-76.29786,37.005368,7.9
07/18/2011 10:07:15 AM 1 mph S,-76.297863,37.005262,8.7
07/18/2011 10:07:30 AM 1 mph S,-76.29787,37.005228,9.4
07/18/2011 10:07:45 AM 1 mph S,-76.29788,37.005162,9.7
07/18/2011 10:08:00 AM 1 mph S,-76.29791,37.005055,9
07/18/2011 10:08:20 AM 1 mph S,-76.297928,37.004937,10.4
07/18/2011 10:08:40 AM 6 mph NW,-76.298005,37.004865,9.1
